Name,Type,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Habitat,Power,Size,Weight Class,Diet,Evolution Stage,Movement,Combat,Narrative
Lapras,Water|Ice,13,9,8,9,10,6,"Ocean, Tundra",8,Large,6,Omnivore,3,Grounded|Swimmer,Mountable,Gilled
Qwilfish,Water|Poison,9,10,9,6,8,9,Ocean,2,Small,1,Herbivore,3,Swimmer,,Gilled
Corsola,Water|Rock,7,6,10,7,10,4,Ocean,3,Small,1,Phototroph,3,Swimmer,Underdog,Gilled
Relicanth,Water|Rock,10,10,13,5,7,6,"Cave, Ocean",2,Medium,2,Herbivore,3,Swimmer,Darkvision,Gilled
Luvdisc,Water,7,3,6,7,7,10,Ocean,3,Small,1,Herbivore,3,Swimmer,Underdog,Gilled
Alomomola,Water,17,8,9,4,9,4,Ocean,5,Medium,3,Herbivore,3,Swimmer,,Gilled
Wishiwashi,Water,5,2,2,3,4,4,Ocean,1,Small,1,Herbivore,3,Swimmer,Form Change,Gilled|Glow
Wishiwashi Schooling,Water,5,14,13,14,14,3,Ocean,8,Huge,3,Herbivore,3,Swimmer,Form Change,Gilled|Glow|Mindlock
Pyukumuku,Water,6,6,13,3,13,1,Ocean,2,Small,1,Omnivore,3,Slow|Swimmer,Reach|Underdog,Amorphous|Gilled
Bruxish,Water|Psychic,8,11,7,7,7,11,Ocean,5,Small,2,Carnivore,3,Swimmer,Telekinetic,Gilled
Dracovish,Water|Dragon,9,9,10,7,8,8,"Cave, Ocean",6,Large,5,Herbivore,3,Quick,Mountable,Gilled
Arctovish,Water|Ice,9,9,10,8,9,6,"Ocean, Tundra",7,Large,5,Herbivore,3,Quick|Swimmer,Mountable,Chilled|Gilled
Finizen,Water,10,9,8,7,7,10,Ocean,1,Medium,4,Carnivore,3,Jumper|Swimmer,Form Change,
Palafin,Water,10,16,10,11,9,10,Ocean,11,Medium,4,Carnivore,3,Jumper|Quick|Swimmer,Form Change,
Dondozo,Water,15,10,12,7,7,4,"Ocean, Wetlands",12,Huge,6,Carnivore,3,Swimmer,Mountable,Gilled
Veluza,Water|Psychic,9,11,7,9,7,8,Ocean,7,Large,4,Carnivore,3,Quick|Swimmer,Telekinetic,Gilled
Ditto,Normal,5,5,5,5,5,5,Urban,1,Small,1,Herbivore,3,,Underdog,Amorphous|Shapeshifter
Oricorio Baile,Fire|Flying,10,7,7,10,7,10,Grasslands,2,Small,1,Herbivore,3,Flier,,
Oricorio Pom-Pom,Electric|Flying,10,7,7,10,7,10,Grasslands,2,Small,1,Herbivore,3,Flier,,
Oricorio Pa'u,Psychic|Flying,10,7,7,10,7,10,Grasslands,2,Small,1,Herbivore,3,Flier,,
Oricorio Sensu,Ghost|Flying,10,7,7,10,7,10,Grasslands,2,Small,1,Herbivore,3,Flier,,
Eevee,Normal,6,6,5,5,7,6,Grasslands,2,Small,1,Herbivore,2,Jumper,Underdog,Tracker
Umbreon,Dark,10,7,11,6,13,7,"Grasslands, Urban",3,Medium,3,Omnivore,3,Jumper,Darkvision,Tracker
Jolteon,Electric,7,7,6,11,10,13,"Grasslands, Urban",3,Medium,3,Omnivore,3,Jumper|Quick,,Tracker
Sylveon,Fairy,10,7,7,11,13,6,"Grasslands, Urban",3,Medium,2,Omnivore,3,Jumper,,Empath|Tracker
Flareon,Fire,7,13,6,10,11,7,"Grasslands, Mountain",3,Small,3,Omnivore,3,Jumper,,Heater|Tracker
Leafeon,Grass,7,11,13,6,7,10,"Forest, Grasslands",3,Medium,3,Phototroph,3,Jumper,,Tracker
Glaceon,Ice,7,6,11,13,10,7,"Grasslands, Tundra",3,Small,3,Omnivore,3,Jumper,,Chilled|Tracker
Espeon,Psychic,7,7,6,13,10,11,"Grasslands, Urban",3,Small,3,Omnivore,3,Jumper,Telekinetic,Telepath|Tracker
Vaporeon,Water,13,7,6,11,10,7,"Grasslands, Ocean",3,Medium,3,Omnivore,3,Jumper|Swimmer,,Amorphous|Gilled|Tracker
Alolan Rattata,Dark|Normal,4,7,4,4,4,7,Urban,1,Small,1,Omnivore,2,Jumper|Quick,Darkvision|Underdog,
Alolan Raticate,Dark|Normal,6,8,6,5,7,10,Urban,3,Small,3,Omnivore,3,Jumper|Quick,Darkvision|Underdog,
Alolan Meowth,Dark,4,4,4,5,4,9,Urban,2,Small,1,Carnivore,2,,Darkvision|Underdog,Pack Mon|Tracker
Alolan Persian,Dark,7,6,6,8,7,12,Urban,3,Medium,3,Carnivore,3,,Darkvision,Pack Mon|Tracker
Alolan Diglett,Ground|Steel,2,6,4,4,5,9,Cave,3,Small,1,Herbivore,2,Burrower|Grounded,Underdog,Tremorsense
Alolan Dugtrio,Ground|Steel,4,10,6,5,7,11,Cave,6,Small,4,Herbivore,3,Burrower|Grounded,Groundshaper|Underdog,Tremorsense
Alolan Vulpix,Ice,4,4,4,5,7,7,"Mountain, Tundra",2,Small,1,Herbivore,2,,Underdog,Chilled|Tracker
Alolan Ninetales,Ice|Fairy,7,7,8,8,10,11,"Mountain, Tundra",4,Medium,2,Herbivore,3,,,Chilled|Tracker
Alolan Sandshrew,Ice|Steel,5,8,9,1,4,4,"Cave, Tundra",3,Small,3,Herbivore,2,Burrower,Underdog,Chilled|Tremorsense
Alolan Sandslash,Ice|Steel,9,10,13,3,9,7,"Cave, Tundra",4,Medium,4,Herbivore,3,Burrower,,Chilled|Tremorsense
Alolan Grimer,Poison|Dark,8,8,5,4,3,5,Urban,3,Small,3,"Omnivore, Terravore",2,Grounded|Slow,Darkvision|Underdog,Amorphous|Dead Silent|Repulsive
Alolan Muk,Poison|Dark,11,11,8,7,10,5,Urban,6,Medium,4,"Omnivore, Terravore",3,Grounded,Darkvision,Amorphous|Dead Silent|Repulsive
Alolan Geodude,Rock|Electric,4,8,10,3,3,2,"Cave, Mountain",3,Small,2,Terravore,1,Flier,Underdog,Magnetic
Alolan Graveler,Rock|Electric,6,10,12,5,5,4,"Cave, Mountain",8,Medium,5,Terravore,2,Burrower,Underdog,Magnetic
Alolan Golem,Rock|Electric,8,12,13,6,7,5,"Cave, Mountain",10,Medium,6,Terravore,3,Burrower,Groundshaper,Magnetic
Galarian Zigzagoon,Dark|Normal,5,4,5,4,5,7,"Forest, Grasslands",1,Small,2,Herbivore,1,,Underdog,Tracker
Galarian Linoone,Dark|Normal,8,7,6,5,6,10,"Forest, Grasslands",3,Small,3,Herbivore,2,Quick,Darkvision|Underdog,Tracker
Obstagoon,Dark|Normal,9,9,10,6,8,10,"Forest, Grasslands",6,Medium,3,Herbivore,3,Quick,Darkvision,Tracker
Galarian Farfetch'd,Fighting,5,10,6,6,6,6,Grasslands,5,Small,3,Herbivore,2,,"Underdog|Wielder (Melee, Small)",
Sirfetch'd,Fighting,6,14,10,7,8,7,Grasslands,7,Small,5,Herbivore,3,,Wielder (Melee),
Galarian Corsola,Ghost,6,6,10,7,10,3,Ocean,1,Small,1,Nullivore,2,Flier|Phaser|Swimmer,Darkvision|Invisibility|Underdog,Dead Silent|Gilled
Cursola,Ghost,6,10,5,14,13,3,Ocean,1,Medium,1,Nullivore,3,Flier|Phaser|Swimmer,Darkvision|Invisibility,Dead Silent|Gilled
Galarian Yamask,Ground|Ghost,4,6,9,3,7,3,Desert,2,Small,1,Terravore,2,Flier|Phaser,Darkvision|Invisibility|Underdog,Dead Silent
Runerigus,Ground|Ghost,7,10,15,5,11,3,Desert,7,Medium,4,Terravore,3,Flier|Phaser,Darkvision|Invisibility,Dead Silent
Galarian Stunfisk,Ground|Steel,11,11,11,7,8,3,Cave,5,Small,2,Carnivore,3,Burrower|Slow,Blender,Tremorsense
Galarian Darumaka,Ice,7,9,5,2,5,5,Tundra,4,Small,3,Herbivore,2,,Underdog,Chilled
Galarian Darmanitan,Ice,11,15,6,3,6,10,Tundra,8,Medium,5,Omnivore,3,,,Chilled
Galarian Darmanitan (Zen),Ice|Fire,11,15,6,3,6,10,Tundra,8,Medium,5,Omnivore,3,,,Chilled|Heater
Galarian Slowpoke,Psychic,9,7,7,4,4,2,Wetlands,2,Medium,3,Herbivore,2,Slow,Telekinetic|Underdog,
Galarian Slowbro,Poison|Psychic,10,10,10,11,7,3,Wetlands,7,Medium,4,Herbivore,3,Slow,Telekinetic,
Galarian Slowking,Poison|Psychic,10,7,8,12,11,3,Wetlands,5,Medium,4,Herbivore,3,Slow,Telekinetic,Telepath
Galarian Ponyta,Psychic,5,9,6,7,7,9,Forest,3,Small,2,Herbivore,2,Jumper|Quick,Telekinetic|Underdog,Mender|Soul Seer
Galarian Rapidash,Psychic|Fairy,7,10,7,8,8,11,Forest,6,Large,4,Herbivore,3,Jumper|Quick,Mountable|Telekinetic,Mender|Soul Seer
Galarian Meowth,Steel,5,7,6,4,4,4,Forest,2,Small,1,Carnivore,2,,Underdog,Tracker
Perrserker,Steel,7,11,10,5,6,5,Forest,4,Small,3,Carnivore,3,,"Underdog|Wielder (Martial, Small)",Tracker
Hisuian Qwilfish,Dark|Poison,9,10,9,6,8,9,Ocean,2,Small,1,Herbivore,2,Swimmer,Darkvision,
Overqwil,Dark|Poison,9,12,10,8,8,8,Ocean,3,Medium,3,Omnivore,3,Swimmer,Darkvision,
Hisuian Voltorb,Electric|Grass,4,3,5,6,6,10,"Forest, Urban",2,Small,1,Phototroph,2,,Underdog,
Hisuian Electrode,Electric|Grass,6,5,7,11,9,13,"Forest, Urban",4,Medium,4,Phototroph,3,Quick,,
Hisuian Growlithe,Fire|Rock,6,7,7,5,5,6,"Grasslands, Mountain",3,Small,2,Carnivore,2,,Underdog,Pack Mon|Tracker
Hisuian Arcanine,Fire|Rock,9,11,10,8,8,10,"Grasslands, Mountain",8,Large,5,Carnivore,3,Quick,Mountable,Pack Mon|Tracker
Hisuian Zorua,Normal|Ghost,6,7,4,5,7,5,"Forest, Tundra",2,Small,1,Nullivore,2,,Darkvision|Invisibility|Underdog,Chilled|Illusionist|Pack Mon|Tracker
Hisuian Zoroark,Normal|Ghost,8,13,6,7,11,6,"Forest, Tundra",4,Medium,4,Nullivore,3,,Darkvision|Invisibility,Chilled|Illusionist|Pack Mon|Tracker
Hisuian Sneasel,Poison|Fighting,7,12,6,4,8,14,Wetlands,2,Small,3,Omnivore,2,Climber|Quick,,
Sneasler,Poison|Fighting,8,14,7,5,9,15,Wetlands,3,Medium,3,Omnivore,3,Climber|Quick,,
Paldean Wooper,Poison|Ground,8,6,6,4,4,2,Wetlands,1,Small,1,Herbivore,2,Swimmer,Groundshaper|Underdog,Gilled|Tremorsense
Clodsire,Poison|Ground,15,12,6,6,10,2,Wetlands,4,Medium,6,Herbivore,3,Swimmer,Groundshaper,Gilled|Tremorsense
Toedscool,Ground|Grass,4,4,4,5,10,7,Forest,3,Small,3,Detritivore,2,Quick,Groundshaper|Reach|Underdog,Pack Mon
Toedscruel,Ground|Grass,8,7,7,8,12,10,Forest,8,Medium,4,Detritivore,3,Quick,Groundshaper|Reach,Pack Mon
Tauros (Combat Breed),Fighting,8,11,11,4,7,10,Grasslands,10,Medium,5,Herbivore,3,Quick,Mountable,Pack Mon
Tauros (Blaze Breed),Fighting|Fire,8,11,11,4,7,10,Grasslands,9,Medium,4,Herbivore,3,Quick,Mountable,Pack Mon
Tauros (Aqua Breed),Fighting|Water,8,11,11,4,7,10,Grasslands,8,Medium,5,Herbivore,3,Quick,Mountable,Pack Mon
Poltchageist,Grass|Ghost,4,5,5,7,5,5,Urban,1,Small,1,Nullivore,2,Flier|Phaser,Darkvision|Underdog,Amorphous|Dead Silent
Sinistcha,Grass|Ghost,7,6,11,12,8,7,Urban,1,Small,1,Nullivore,3,Flier|Phaser,Darkvision,Amorphous|Dead Silent
Wiglett,Water,2,6,3,6,5,8,"Desert, Wetlands",3,Medium,1,Carnivore,2,Burrower|Grounded,Underdog,Tremorsense
Wugtrio,Water,4,9,5,8,7,10,"Desert, Wetlands",6,Medium,1,Carnivore,3,Burrower|Grounded,,Tremorsense
Slither Wing,Bug|Fighting,9,15,8,9,11,8,Forest,6,Huge,5,Omnivore,3,,Threaded,
Iron Jugulis,Dark|Flying,10,8,8,14,8,12,Mountain,6,Medium,5,Carnivore,3,Flier|Quick,Darkvision|Mountable,Mindlock
Roaring Moon,Dragon|Dark,11,14,7,6,10,12,"Cave, Mountain",6,Large,6,Carnivore,3,Flier|Quick,Mountable,
Sandy Shocks,Electric|Ground,9,8,10,14,9,10,Urban,4,Large,4,Ergovore,3,Flier,,Breathless|Magnetic
Iron Valiant,Fairy|Fighting,7,14,9,12,6,12,Urban,9,Medium,3,Omnivore,3,Quick,,Aura Reader
Scream Tail,Fairy|Psychic,12,11,7,11,12,7,Urban,3,Medium,1,Herbivore,3,,,
Iron Hands,Fighting|Electric,15,14,14,5,7,5,Urban,14,Medium,6,Omnivore,3,,,
Iron Moth,Fire|Poison,8,7,6,15,13,11,Urban,6,Medium,3,Nullivore,3,Flier,,Heater
Flutter Mane,Ghost|Fairy,6,6,6,14,14,14,Urban,2,Medium,1,Nullivore,3,Flier|Phaser,Darkvision|Invisibility,Dead Silent
Brute Bonnet,Grass|Dark,13,13,10,8,10,6,Forest,4,Medium,2,Phototroph,3,,Darkvision,
Great Tusk,Ground|Fighting,12,15,14,5,5,9,Cave,8,Large,6,Omnivore,3,,Mountable,Tracker
Iron Treads,Ground|Steel,9,11,15,7,7,11,Urban,7,Medium,4,Nullivore,3,Quick,Mountable,Tracker
Iron Bundle,Ice|Water,6,8,13,13,6,14,Tundra,5,Small,1,Nullivore,3,Swimmer,,Chilled
Iron Thorns,Rock|Electric,10,14,14,7,8,7,Cave,11,Medium,6,Carnivore,3,,Darkvision,Glow
Buzzwole,Bug|Fighting,11,17,14,5,5,8,"Forest, Space",12,Large,6,Carnivore,3,Flier|Jumper,,
Pheromosa,Bug|Fighting,7,15,4,15,4,15,"Forest, Space",6,Medium,3,Herbivore,3,Jumper|Quick,,Alluring
Guzzlord,Dark|Dragon,25,10,5,10,5,5,"Space, Urban",12,Huge,6,Omnivore,3,Burrower|Grounded,Darkvision|Reach,
Xurkitree,Electric,8,9,7,17,10,9,"Space, Urban",9,Huge,5,Ergovore,3,,Reach,Glow
Blacephalon,Fire|Ghost,5,13,5,18,8,11,Space,5,Medium,2,Phototroph,3,,,Glow
Kartana,Grass|Steel,7,18,15,6,3,11,"Forest, Space",7,Small,1,Nullivore,3,Flier|Quick,,Breathless
Poipole,Poison,7,7,7,7,7,7,Space,1,Small,1,Omnivore,2,Flier,Underdog,
Naganadel,Poison|Dragon,8,8,8,15,8,13,Space,8,Huge,5,Omnivore,3,Flier,,
Nihilego,Rock|Poison,12,5,5,14,14,10,"Ocean, Space",2,Medium,3,Phototroph,3,Flier,,Breathless|Chilled|Dead Silent
Stakataka,Rock|Steel,6,13,25,5,10,1,"Space, Urban",10,Huge,6,Nullivore,3,Slow,Reach,Breathless|Mindlock
Celesteela,Steel|Flying,13,10,10,11,10,6,"Space, Urban",8,Huge,6,Phototroph,3,Flier|Quick,Reach,
